online_order,book_table,rate,votes,rest_type,price,type,location
No,No,3.3,14,Cafe,700,Dine-out,JP Nagar
No,No,3.7,9,Cafe,400,Dine-out,JP Nagar
No,No,2.3,291,Casual Dining,250,Dine-out,JP Nagar
Yes,No,3.3,22,Casual Dining,600,Dine-out,JP Nagar
Yes,No,3.9,54,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.6,19,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.9,121,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.9,190,Dessert Parlor,400,Dine-out,JP Nagar
Yes,No,3.8,32,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.7,22,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.7,11,Quick Bites,250,Dine-out,JP Nagar
No,No,3.3,50,Food Court,400,Dine-out,JP Nagar
Yes,No,3.9,202,Quick Bites,250,Dine-out,JP Nagar
No,No,3.6,12,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.8,31,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.5,57,Quick Bites,350,Dine-out,JP Nagar
No,No,3.1,28,Food Court,600,Dine-out,JP Nagar
Yes,No,3.2,146,Quick Bites,350,Dine-out,JP Nagar
Yes,No,4.0,911,Quick Bites,600,Dine-out,JP Nagar
Yes,No,3.6,140,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.3,15,Quick Bites,350,Dine-out,JP Nagar
Yes,No,4.1,600,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.2,188,Quick Bites,600,Dine-out,JP Nagar
No,No,3.5,25,Food Court,500,Dine-out,JP Nagar
Yes,No,3.6,17,Dessert Parlor,900,Dine-out,JP Nagar
No,No,3.5,11,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.9,99,Quick Bites,300,Dine-out,JP Nagar
No,No,3.7,25,Quick Bites,100,Dine-out,JP Nagar
No,No,2.8,14,Food Court,300,Dine-out,JP Nagar
Yes,No,3.5,51,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.0,6,Food Court,400,Dine-out,JP Nagar
Yes,No,2.9,154,Quick Bites,600,Dine-out,JP Nagar
Yes,No,3.3,53,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.8,95,Food Court,1100,Dine-out,JP Nagar
No,No,3.5,56,Quick Bites,400,Dine-out,JP Nagar
No,No,3.2,8,Quick Bites,400,Dine-out,JP Nagar
No,No,3.7,40,Quick Bites,350,Dine-out,JP Nagar
No,No,3.3,6,Quick Bites,300,Dine-out,JP Nagar
No,No,3.6,19,Quick Bites,250,Dine-out,JP Nagar
No,No,3.2,23,Food Court,450,Dine-out,JP Nagar
No,No,3.5,14,Quick Bites,100,Dine-out,JP Nagar
No,No,3.6,10,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.7,51,Quick Bites,300,Dine-out,JP Nagar
No,No,2.7,17,Food Court,500,Dine-out,JP Nagar
No,No,3.3,7,Quick Bites,400,Dine-out,JP Nagar
No,No,3.6,10,Food Court,400,Dine-out,JP Nagar
Yes,No,2.4,158,Quick Bites,300,Dine-out,JP Nagar
Yes,No,2.8,165,Quick Bites,450,Dine-out,JP Nagar
No,No,3.1,7,Quick Bites,250,Dine-out,JP Nagar
No,No,3.3,7,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.2,94,Quick Bites,350,Dine-out,JP Nagar
Yes,No,3.1,70,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.1,21,Food Court,250,Dine-out,JP Nagar
Yes,No,3.1,178,Quick Bites,250,Dine-out,JP Nagar
No,No,3.6,10,Food Court,400,Dine-out,JP Nagar
No,Yes,4.6,538,Casual Dining,1100,Dine-out,JP Nagar
Yes,Yes,4.3,1265,Casual Dining,800,Dine-out,JP Nagar
Yes,Yes,4.3,1247,Casual Dining,1000,Dine-out,JP Nagar
No,Yes,4.4,1154,Casual Dining,1100,Dine-out,JP Nagar
No,Yes,4.3,1246,Casual Dining,1000,Dine-out,JP Nagar
Yes,No,3.9,74,Casual Dining,800,Dine-out,JP Nagar
Yes,Yes,4.2,177,Casual Dining,800,Dine-out,JP Nagar
No,No,4.2,713,Cafe,500,Dine-out,JP Nagar
Yes,No,3.9,684,Casual Dining,650,Dine-out,JP Nagar
Yes,Yes,4.1,1080,Casual Dining,1000,Dine-out,JP Nagar
Yes,Yes,4.3,885,Casual Dining,1700,Dine-out,JP Nagar
Yes,No,4.0,32,Casual Dining,400,Dine-out,JP Nagar
Yes,No,4.4,181,Beverage Shop,250,Dine-out,JP Nagar
Yes,Yes,4.1,367,Casual Dining,1200,Dine-out,JP Nagar
No,No,3.9,205,Casual Dining,550,Dine-out,JP Nagar
No,Yes,3.7,570,Casual Dining,800,Dine-out,JP Nagar
No,No,4.1,710,Cafe,850,Dine-out,JP Nagar
Yes,Yes,3.8,362,Casual Dining,600,Dine-out,JP Nagar
Yes,No,3.8,367,Casual Dining,600,Dine-out,JP Nagar
Yes,No,4.0,137,Quick Bites,350,Dine-out,JP Nagar
Yes,No,3.7,136,Casual Dining,500,Dine-out,JP Nagar
No,Yes,3.5,11,Cafe,800,Dine-out,JP Nagar
Yes,No,4.1,464,Cafe,500,Dine-out,JP Nagar
Yes,No,3.8,210,Casual Dining,600,Dine-out,JP Nagar
Yes,Yes,4.1,553,Casual Dining,900,Dine-out,JP Nagar
Yes,No,3.9,247,Quick Bites,400,Dine-out,JP Nagar
Yes,No,4.0,958,Quick Bites,500,Dine-out,JP Nagar
Yes,Yes,4.1,176,Casual Dining,500,Dine-out,JP Nagar
Yes,No,4.1,130,Cafe,650,Dine-out,JP Nagar
Yes,No,3.8,232,Casual Dining,600,Dine-out,JP Nagar
Yes,No,4.1,295,Casual Dining,700,Dine-out,JP Nagar
Yes,No,3.7,40,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.8,30,Cafe,400,Dine-out,JP Nagar
Yes,No,3.7,115,Casual Dining,550,Dine-out,JP Nagar
No,No,3.7,26,Quick Bites,200,Dine-out,JP Nagar
Yes,No,4.1,166,Quick Bites,400,Dine-out,JP Nagar
No,Yes,3.8,151,Lounge,1350,Dine-out,JP Nagar
Yes,Yes,3.8,584,Casual Dining,1200,Dine-out,JP Nagar
Yes,No,4.0,808,Casual Dining,500,Dine-out,JP Nagar
Yes,No,4.2,465,Quick Bites,300,Dine-out,JP Nagar
Yes,No,2.7,48,Casual Dining,700,Dine-out,JP Nagar
Yes,No,4.1,381,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.7,21,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.5,80,Casual Dining,750,Dine-out,JP Nagar
Yes,No,3.9,91,Cafe,300,Dine-out,JP Nagar
Yes,No,4.2,450,Cafe,400,Dine-out,JP Nagar
Yes,No,4.0,310,Cafe,750,Dine-out,JP Nagar
Yes,Yes,3.7,205,Pub,1000,Dine-out,JP Nagar
Yes,No,3.3,42,Quick Bites,500,Dine-out,JP Nagar
Yes,No,4.1,303,Quick Bites,200,Dine-out,JP Nagar
No,No,4.2,424,Quick Bites,100,Dine-out,JP Nagar
Yes,No,3.8,42,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.9,42,Quick Bites,500,Dine-out,JP Nagar
No,No,3.7,39,Casual Dining,450,Dine-out,JP Nagar
No,No,3.8,46,Cafe,400,Dine-out,JP Nagar
Yes,No,3.5,12,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.7,158,Casual Dining,700,Dine-out,JP Nagar
Yes,No,4.0,108,Quick Bites,500,Dine-out,JP Nagar
Yes,No,3.1,7,Quick Bites,250,Dine-out,JP Nagar
No,No,4.1,163,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.9,315,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.9,126,Quick Bites,400,Dine-out,JP Nagar
No,No,4.0,160,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.8,12,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.9,212,Casual Dining,500,Dine-out,JP Nagar
Yes,No,3.1,6,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.7,476,Quick Bites,450,Dine-out,JP Nagar
Yes,No,3.7,133,Casual Dining,700,Dine-out,JP Nagar
Yes,No,4.0,199,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.1,39,Quick Bites,300,Dine-out,JP Nagar
Yes,No,4.0,109,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.5,40,Casual Dining,350,Dine-out,JP Nagar
No,No,2.9,84,Casual Dining,500,Dine-out,JP Nagar
Yes,No,3.1,140,Casual Dining,600,Dine-out,JP Nagar
Yes,No,3.7,34,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.1,42,Quick Bites,800,Dine-out,JP Nagar
Yes,No,3.7,41,Quick Bites,150,Dine-out,JP Nagar
No,No,3.8,37,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.4,19,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.5,23,Quick Bites,300,Dine-out,JP Nagar
No,No,3.7,43,Casual Dining,400,Dine-out,JP Nagar
Yes,No,3.1,18,Casual Dining,450,Dine-out,JP Nagar
Yes,No,3.6,29,Food Court,400,Dine-out,JP Nagar
Yes,No,4.0,37,Bakery,400,Dine-out,JP Nagar
Yes,No,3.8,184,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.7,20,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.6,21,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.4,13,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.7,288,Quick Bites,500,Dine-out,JP Nagar
Yes,No,3.5,10,Quick Bites,300,Dine-out,JP Nagar
No,No,3.7,30,Casual Dining,500,Dine-out,JP Nagar
No,No,3.7,29,Casual Dining,500,Dine-out,JP Nagar
Yes,No,3.3,97,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.5,221,Sweet Shop,400,Dine-out,JP Nagar
Yes,No,3.8,282,Casual Dining,800,Dine-out,JP Nagar
No,No,3.8,70,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.4,51,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.6,38,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.7,46,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.8,61,Quick Bites,300,Dine-out,JP Nagar
No,No,3.7,20,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.9,135,Quick Bites,350,Dine-out,JP Nagar
No,No,3.8,58,Quick Bites,300,Dine-out,JP Nagar
No,No,3.9,41,Bakery,200,Dine-out,JP Nagar
Yes,No,3.5,35,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.5,177,Quick Bites,500,Dine-out,JP Nagar
Yes,No,3.7,195,Quick Bites,400,Dine-out,JP Nagar
No,No,3.4,9,Casual Dining,550,Dine-out,JP Nagar
No,No,3.9,144,Cafe,550,Dine-out,JP Nagar
Yes,No,3.6,42,Casual Dining,500,Dine-out,JP Nagar
Yes,No,3.8,254,Casual Dining,550,Dine-out,JP Nagar
Yes,No,3.0,61,Cafe,650,Dine-out,JP Nagar
Yes,No,3.8,614,Cafe,600,Dine-out,JP Nagar
Yes,No,3.9,247,Cafe,400,Dine-out,JP Nagar
Yes,No,3.9,128,Casual Dining,500,Dine-out,JP Nagar
No,No,3.2,24,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.9,358,Quick Bites,400,Dine-out,JP Nagar
No,No,3.7,43,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.6,71,Quick Bites,350,Dine-out,JP Nagar
Yes,No,2.9,7,Cafe,400,Dine-out,JP Nagar
Yes,No,3.3,26,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.0,177,Quick Bites,400,Dine-out,JP Nagar
No,No,3.4,34,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.6,60,Quick Bites,400,Dine-out,JP Nagar
No,No,3.2,11,Cafe,500,Dine-out,JP Nagar
No,No,2.9,17,Casual Dining,600,Dine-out,JP Nagar
Yes,No,3.5,19,Casual Dining,400,Dine-out,JP Nagar
Yes,No,2.6,174,Casual Dining,450,Dine-out,JP Nagar
Yes,No,3.6,35,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.6,16,Quick Bites,300,Dine-out,JP Nagar
No,No,3.4,7,Casual Dining,550,Dine-out,JP Nagar
Yes,No,3.6,60,Casual Dining,700,Dine-out,JP Nagar
Yes,No,4.0,113,Beverage Shop,250,Dine-out,JP Nagar
No,No,3.6,19,Quick Bites,400,Dine-out,JP Nagar
No,No,3.6,11,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.4,8,Quick Bites,150,Dine-out,JP Nagar
No,No,3.7,41,Casual Dining,450,Dine-out,JP Nagar
No,No,3.1,8,Casual Dining,600,Dine-out,JP Nagar
No,No,3.6,13,Beverage Shop,200,Dine-out,JP Nagar
Yes,No,3.5,10,Beverage Shop,100,Dine-out,JP Nagar
No,No,3.6,17,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.1,68,Quick Bites,550,Dine-out,JP Nagar
Yes,No,3.2,10,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.5,13,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.3,34,Quick Bites,500,Dine-out,JP Nagar
No,No,3.1,9,Quick Bites,350,Dine-out,JP Nagar
No,No,3.8,47,Dessert Parlor,200,Dine-out,JP Nagar
No,No,3.1,12,Food Court,500,Dine-out,JP Nagar
No,No,3.2,7,Quick Bites,200,Dine-out,JP Nagar
No,No,3.8,27,Quick Bites,300,Dine-out,JP Nagar
No,No,3.3,22,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.7,16,Quick Bites,100,Dine-out,JP Nagar
Yes,No,3.6,26,Quick Bites,100,Dine-out,JP Nagar
Yes,No,3.3,12,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.6,20,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.1,22,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.4,9,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.5,12,Quick Bites,250,Dine-out,JP Nagar
Yes,No,2.9,42,Quick Bites,250,Dine-out,JP Nagar
Yes,No,2.9,132,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.0,9,Quick Bites,400,Dine-out,JP Nagar
No,No,3.3,6,Quick Bites,100,Dine-out,JP Nagar
No,No,3.5,13,Quick Bites,300,Dine-out,JP Nagar
No,No,3.1,10,Quick Bites,150,Dine-out,JP Nagar
Yes,No,3.8,75,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.7,17,Quick Bites,200,Dine-out,JP Nagar
Yes,No,3.4,17,Quick Bites,100,Dine-out,JP Nagar
Yes,No,3.1,14,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.4,6,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.1,245,Quick Bites,300,Dine-out,JP Nagar
No,Yes,3.8,176,Casual Dining,1350,Dine-out,JP Nagar
Yes,No,3.2,49,Quick Bites,300,Dine-out,JP Nagar
No,No,3.7,93,Casual Dining,900,Dine-out,JP Nagar
No,No,3.7,24,Quick Bites,400,Dine-out,JP Nagar
Yes,No,3.0,57,Quick Bites,400,Dine-out,JP Nagar
Yes,No,4.0,166,Quick Bites,400,Dine-out,JP Nagar
No,No,3.7,167,Cafe,400,Dine-out,JP Nagar
No,No,3.4,9,Quick Bites,100,Dine-out,JP Nagar
No,No,3.3,6,Quick Bites,250,Dine-out,JP Nagar
Yes,No,3.6,241,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.8,14,Casual Dining,600,Dine-out,JP Nagar
Yes,No,2.8,19,Quick Bites,300,Dine-out,JP Nagar
Yes,No,3.1,6,Casual Dining,550,Dine-out,JP Nagar
Yes,Yes,3.9,488,Cafe,700,Dine-out,JP Nagar
Yes,No,3.9,438,Casual Dining,650,Dine-out,JP Nagar
Yes,No,3.3,46,Dhaba,400,Dine-out,JP Nagar
Yes,No,2.9,258,Quick Bites,250,Dine-out,JP Nagar
No,Yes,4.3,1246,Casual Dining,1000,Drinks & nightlife,JP Nagar
No,No,4.3,680,Microbrewery,1500,Drinks & nightlife,JP Nagar
No,Yes,4.0,720,Pub,1500,Drinks & nightlife,JP Nagar
Yes,Yes,4.1,590,Casual Dining,1200,Drinks & nightlife,JP Nagar
No,Yes,4.1,1195,Casual Dining,1200,Drinks & nightlife,JP Nagar
Yes,Yes,4.0,1016,Pub,1300,Drinks & nightlife,JP Nagar
Yes,Yes,4.1,1405,Casual Dining,1100,Drinks & nightlife,JP Nagar
Yes,Yes,4.1,847,Casual Dining,1100,Drinks & nightlife,JP Nagar
Yes,No,3.9,914,Bar,1000,Drinks & nightlife,JP Nagar
No,No,3.4,97,Casual Dining,1100,Drinks & nightlife,JP Nagar
No,No,2.8,56,Lounge,1200,Drinks & nightlife,JP Nagar
No,Yes,4.4,1154,Casual Dining,1100,Drinks & nightlife,JP Nagar
No,Yes,3.8,151,Lounge,1350,Drinks & nightlife,JP Nagar
No,Yes,4.6,1502,Casual Dining,1400,Buffet,Kalyan Nagar
No,Yes,4.4,1099,Casual Dining,1400,Buffet,Kalyan Nagar
No,Yes,4.2,1132,Casual Dining,1600,Buffet,Kalyan Nagar
Yes,Yes,4.5,1228,Casual Dining,800,Buffet,Kalyan Nagar
Yes,Yes,4.4,347,Casual Dining,600,Buffet,Kalyan Nagar
Yes,Yes,4.3,473,Casual Dining,750,Buffet,Kalyan Nagar
Yes,Yes,4.2,405,Casual Dining,1500,Buffet,Kalyan Nagar
Yes,No,3.8,311,Casual Dining,800,Buffet,Kalyan Nagar
Yes,Yes,3.7,399,Casual Dining,1000,Buffet,Kalyan Nagar
No,No,4.1,111,Casual Dining,1400,Buffet,Kalyan Nagar
Yes,Yes,4.1,840,Cafe,800,Cafes,Kalyan Nagar
No,No,4.5,1181,Cafe,900,Cafes,Kalyan Nagar
Yes,Yes,4.2,559,Cafe,1200,Cafes,Kalyan Nagar
Yes,No,4.1,399,Dessert Parlor,700,Cafes,Kalyan Nagar
Yes,Yes,4.1,577,Cafe,700,Cafes,Kalyan Nagar
No,No,4.3,167,Cafe,500,Cafes,Kalyan Nagar
No,No,3.9,35,Casual Dining,700,Cafes,Kalyan Nagar
No,No,3.8,92,Cafe,700,Cafes,Kalyan Nagar
No,No,3.9,19,Cafe,450,Cafes,Kalyan Nagar
No,No,4.0,241,Cafe,600,Cafes,Kalyan Nagar
Yes,No,4.1,172,Cafe,700,Cafes,Kalyan Nagar
Yes,No,4.1,274,Cafe,900,Cafes,Kalyan Nagar
No,No,3.8,110,Casual Dining,700,Cafes,Kalyan Nagar
Yes,No,3.7,46,Cafe,500,Cafes,Kalyan Nagar
Yes,No,3.8,140,Cafe,650,Cafes,Kalyan Nagar
Yes,No,3.6,56,Cafe,650,Cafes,Kalyan Nagar
Yes,No,3.4,6,Cafe,600,Cafes,Kalyan Nagar
No,No,2.8,16,Cafe,600,Cafes,Kalyan Nagar
Yes,No,3.9,97,Cafe,350,Cafes,Kalyan Nagar
No,No,3.8,15,Cafe,700,Cafes,Kalyan Nagar
Yes,No,4.3,191,Cafe,700,Cafes,Kalyan Nagar
Yes,Yes,4.3,496,Cafe,800,Cafes,Kalyan Nagar
Yes,No,3.6,14,Cafe,400,Cafes,Kalyan Nagar
Yes,No,4.0,722,Cafe,1000,Cafes,Kalyan Nagar
Yes,Yes,3.6,104,Cafe,800,Cafes,Kalyan Nagar
No,No,4.0,74,Cafe,300,Cafes,Kalyan Nagar
No,No,3.5,24,Cafe,550,Cafes,Kalyan Nagar
Yes,No,3.8,36,Cafe,500,Cafes,Kalyan Nagar
No,No,2.6,26,Cafe,600,Cafes,Kalyan Nagar
Yes,Yes,4.5,506,Cafe,650,Cafes,Kalyan Nagar
Yes,No,3.7,44,Cafe,500,Cafes,Kalyan Nagar
Yes,No,4.1,98,Cafe,500,Cafes,Kalyan Nagar
Yes,No,3.7,73,Cafe,500,Cafes,Kalyan Nagar
Yes,No,3.8,44,Cafe,500,Cafes,Kalyan Nagar
Yes,No,3.6,62,Casual Dining,550,Cafes,Kalyan Nagar
Yes,No,3.6,17,Cafe,600,Cafes,Kalyan Nagar
Yes,No,3.8,77,Cafe,550,Cafes,Kalyan Nagar
No,No,3.6,17,Quick Bites,400,Cafes,Kalyan Nagar
No,No,3.5,9,Cafe,350,Cafes,Kalyan Nagar
No,No,3.7,33,Cafe,500,Cafes,Kalyan Nagar
Yes,No,4.4,287,Delivery,500,Delivery,Kalyan Nagar
Yes,No,3.5,15,Takeaway,500,Delivery,Kalyan Nagar
Yes,No,3.8,221,Dessert Parlor,400,Delivery,Kalyan Nagar
Yes,No,3.6,531,Delivery,450,Delivery,Kalyan Nagar
Yes,No,3.7,52,Quick Bites,350,Delivery,Kalyan Nagar
Yes,No,3.3,106,Casual Dining,800,Delivery,Kalyan Nagar
Yes,No,3.7,7,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.9,29,Quick Bites,200,Delivery,Kalyan Nagar
Yes,No,4.4,1418,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.3,238,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,3.9,420,Casual Dining,800,Delivery,Kalyan Nagar
Yes,No,4.0,148,Delivery,400,Delivery,Kalyan Nagar
Yes,Yes,4.5,1228,Casual Dining,800,Delivery,Kalyan Nagar
Yes,No,4.0,253,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,3.7,205,Food Court,400,Delivery,Kalyan Nagar
Yes,No,4.1,327,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,4.2,376,Quick Bites,350,Delivery,Kalyan Nagar
Yes,No,3.7,215,Takeaway,450,Delivery,Kalyan Nagar
Yes,No,3.8,109,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,3.6,24,Delivery,500,Delivery,Kalyan Nagar
Yes,No,3.2,22,Quick Bites,750,Delivery,Kalyan Nagar
Yes,No,3.7,297,Quick Bites,200,Delivery,Kalyan Nagar
Yes,No,3.8,128,Quick Bites,300,Delivery,Kalyan Nagar
No,No,3.9,87,Dessert Parlor,300,Delivery,Kalyan Nagar
Yes,No,4.8,265,Dessert Parlor,400,Delivery,Kalyan Nagar
Yes,No,4.0,209,Quick Bites,600,Delivery,Kalyan Nagar
Yes,No,4.0,51,Casual Dining,400,Delivery,Kalyan Nagar
Yes,No,3.1,33,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.6,73,Casual Dining,500,Delivery,Kalyan Nagar
Yes,No,3.2,123,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,3.3,6,Mess,300,Delivery,Kalyan Nagar
Yes,No,3.6,16,Quick Bites,150,Delivery,Kalyan Nagar
Yes,No,2.9,112,Quick Bites,400,Delivery,Kalyan Nagar
Yes,Yes,3.0,160,Casual Dining,650,Delivery,Kalyan Nagar
Yes,No,4.1,189,Quick Bites,100,Delivery,Kalyan Nagar
Yes,No,3.7,306,Quick Bites,400,Delivery,Kalyan Nagar
Yes,Yes,4.0,202,Quick Bites,450,Delivery,Kalyan Nagar
Yes,No,3.7,35,Quick Bites,700,Delivery,Kalyan Nagar
Yes,No,3.5,408,Quick Bites,600,Delivery,Kalyan Nagar
Yes,No,3.9,96,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,4.2,432,Dessert Parlor,500,Delivery,Kalyan Nagar
Yes,No,3.9,247,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,4.1,343,Takeaway,500,Delivery,Kalyan Nagar
Yes,No,3.9,162,Delivery,750,Delivery,Kalyan Nagar
Yes,No,3.9,232,Delivery,650,Delivery,Kalyan Nagar
Yes,No,2.6,210,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,2.9,40,Mess,300,Delivery,Kalyan Nagar
Yes,No,3.6,153,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,3.6,37,Casual Dining,750,Delivery,Kalyan Nagar
Yes,No,3.0,52,Dhaba,300,Delivery,Kalyan Nagar
Yes,No,2.7,182,Casual Dining,450,Delivery,Kalyan Nagar
Yes,Yes,3.6,24,Casual Dining,850,Delivery,Kalyan Nagar
Yes,No,3.8,24,Bakery,500,Delivery,Kalyan Nagar
Yes,No,3.2,30,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.7,93,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,4.3,332,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.8,257,Quick Bites,600,Delivery,Kalyan Nagar
Yes,No,3.4,182,Casual Dining,500,Delivery,Kalyan Nagar
Yes,No,3.8,61,Kiosk,200,Delivery,Kalyan Nagar
Yes,Yes,4.4,347,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,4.0,156,Quick Bites,550,Delivery,Kalyan Nagar
Yes,No,3.7,41,Delivery,400,Delivery,Kalyan Nagar
Yes,No,3.6,195,Quick Bites,500,Delivery,Kalyan Nagar
Yes,No,3.0,16,Quick Bites,350,Delivery,Kalyan Nagar
Yes,No,3.8,140,Casual Dining,700,Delivery,Kalyan Nagar
Yes,No,3.4,7,Quick Bites,600,Delivery,Kalyan Nagar
Yes,No,3.7,15,Quick Bites,200,Delivery,Kalyan Nagar
Yes,No,3.7,27,Quick Bites,300,Delivery,Kalyan Nagar
Yes,Yes,4.3,1437,Casual Dining,1500,Delivery,Kalyan Nagar
Yes,No,3.8,38,Beverage Shop,250,Delivery,Kalyan Nagar
Yes,No,3.6,38,Delivery,600,Delivery,Kalyan Nagar
Yes,No,3.1,25,Beverage Shop,400,Delivery,Kalyan Nagar
Yes,No,3.6,34,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.5,324,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,3.9,115,Casual Dining,550,Delivery,Kalyan Nagar
Yes,No,3.4,38,Takeaway,300,Delivery,Kalyan Nagar
Yes,No,3.7,50,Dessert Parlor,300,Delivery,Kalyan Nagar
Yes,No,3.7,34,Beverage Shop,400,Delivery,Kalyan Nagar
Yes,No,3.2,107,Delivery,500,Delivery,Kalyan Nagar
Yes,No,3.9,35,Delivery,500,Delivery,Kalyan Nagar
Yes,No,3.6,68,Casual Dining,450,Delivery,Kalyan Nagar
Yes,Yes,4.1,577,Cafe,700,Delivery,Kalyan Nagar
Yes,No,3.2,22,Quick Bites,400,Delivery,Kalyan Nagar
No,No,3.4,58,Quick Bites,500,Delivery,Kalyan Nagar
Yes,No,2.9,7,Takeaway,500,Delivery,Kalyan Nagar
Yes,No,2.7,64,Food Court,700,Delivery,Kalyan Nagar
Yes,No,3.3,80,Delivery,600,Delivery,Kalyan Nagar
Yes,No,4.1,23,Delivery,600,Delivery,Kalyan Nagar
Yes,No,4.0,177,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,3.9,190,Casual Dining,600,Delivery,Kalyan Nagar
Yes,No,3.8,140,Quick Bites,500,Delivery,Kalyan Nagar
Yes,No,3.2,87,Quick Bites,600,Delivery,Kalyan Nagar
Yes,No,3.9,24,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.9,110,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,3.7,48,Takeaway,150,Delivery,Kalyan Nagar
Yes,No,2.7,37,Quick Bites,150,Delivery,Kalyan Nagar
Yes,No,2.6,227,Quick Bites,600,Delivery,Kalyan Nagar
Yes,No,3.7,42,Quick Bites,400,Delivery,Kalyan Nagar
Yes,No,3.4,13,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.7,23,Quick Bites,300,Delivery,Kalyan Nagar
Yes,No,3.9,42,Beverage Shop,300,Delivery,Kalyan Nagar
Yes,No,3.8,128,Quick Bites,400,Delivery,Kalyan Nagar
